F:\AMNIS_data\200114\day-0_Balance_HT\data\HT-0_chl-15_caz-05_rep-1.daf
All

Object Number	Area_M01	Gradient RMS_M01_Ch01	Aspect Ratio_M01	Intensity_MC_Ch02	Intensity_MC_Ch04	Intensity_MC_Ch12
0	25.5555555555556	69.4195948183925	0.478883217612432	18004.6111111112	2915.33333333335	2782.8888888889
1	19.3333333333333	70.5738543881895	0.675226073474511	14217.0133928572	2587.36607142856	5105.66964285713
2	21.1111111111111	69.2456939938644	0.666024800899558	38480.2800000002	6776.67999999996	4721.32000000003
3	27.7777777777778	68.4395334940431	0.5933509397676	15848.3249999999	2407.24000000002	5362.21499999999
4	16.3333333333333	69.7182448276635	0.575779014030658	22910.9999999999	3928.99999999998	4367.99999999999
5	16.3333333333333	70.4556743679341	0.679142918836486	10111.7727272728	1910.81818181818	4206.13636363637
6	13.8888888888889	68.6892845470256	0.711908597322305	7387.625	1067.25	2359.93055555555
7	23.3333333333333	70.1530110779519	0.641086665815317	11226.15	2562.49999999999	3874.97500000002
8	18.6666666666667	69.1784684557248	0.729207968563816	9449.48148148147	1785.93055555555	161.76851851852
9	23.8888888888889	69.271071991389	0.630233139837033	856.034482758617	222.909482758619	5176.29310344829
10	18.1111111111111	71.0365526763434	0.632652349515199	13811	2034.81481481482	4871.40740740742
11	22.4444444444444	71.2115708399783	0.452394120579554	13397.8194444444	2276.01388888888	5328.62500000001
12	15.1111111111111	68.396042540336	0.702667457627414	11933.9230769231	3898.24038461537	1959.0625
13	16.3333333333333	71.9287340972958	0.608375503454057	22187.2546296296	6171.38425925929	4775.1435185185
14	21	69.6966980632297	0.426442525766267	10240.4444444445	1981.88888888889	3861.33333333332
15	16.7777777777778	69.2810913563055	0.642386477273257	12973.84375	3052.96875000001	3619.26562500001
16	19.7777777777778	68.1613952034541	0.719968103247098	8027.95833333336	1543.95833333334	2829.91666666668
17	16.3333333333333	70.9402357044703	0.545964960871374	16335.41	3661.32500000001	1510.11
18	17.4444444444444	71.5233830233516	0.619084943110295	15315.9027777779	3707.71296296296	4716.94444444447
19	25.3333333333333	68.6191490621722	0.629761956353518	15805.1250000001	4052.12499999998	5487.35416666665
20	16.6666666666667	70.3589518024361	0.622996658484613	14446.9807692307	3161.89903846155	4456.75480769233
