F:\AMNIS_data\200116\data\HT_1_A25_REP-2_1.daf
All

Object Number	Area_M01	Gradient RMS_M01_Ch01	Aspect Ratio_M01	Intensity_MC_Ch02	Intensity_MC_Ch04	Intensity_MC_Ch12
0	17.5555555555556	74.3197192860601	0.496327639178318	7197.66304347824	2465.40217391305	4947.56521739128
1	19.4444444444444	72.3120512206905	0.580849955573397	17481.7723214285	3649.94196428569	3333.52232142856
2	15.5555555555556	72.1062732427233	0.665815757860828	15851.0000000001	5944.99999999998	4169.00000000002
3	17.6666666666667	75.7656661187126	0.538398218706164	2955.90625	405.198412698412	6571.03515625
4	42	72.9298295389119	0.535195597509755	53978.559782608	20725.5842391304	18076.2418478261
5	23.6666666666667	68.6279011260977	0.796492899005923	8651.66666666665	1469.34375	320.953125
6	35.1111111111111	74.5463889815902	0.485686237178895	29003.174107143	5694.78125	7258.73113207551
7	17.4444444444444	68.6759615498035	0.816584719955205	9681.25	3917.4375	603.504464285714
8	19.5555555555556	72.5894220155675	0.741117938766875	11193.94140625	3905.2578125	6648.8359375
9	17.4444444444444	73.9835413893638	0.516256664267465	18102.78515625	3815.6875	6887.4140625
10	24.3333333333333	72.9962575108161	0.523703167098133	12028.8660714285	3497.71428571432	4446
11	17.7777777777778	73.8802804356575	0.55486527923865	675.000000000005	116.999999999999	3694.00000000001
12	28	68.3301026642752	0.561318029920065	26113.5803571426	5100	8155.125
13	44.3333333333333	67.5939707270806	0.55734717750208	19480.6290322579	4731.52016129033	1371.43548387096
14	14	73.4820313391319	0.607401364620607	9375.75806451614	2536.53225806452	2352.30645161289
15	24.8888888888889	73.2932703815732	0.496041154566931	54154.3552631583	9958.08223684217	14023.5131578948
16	14	71.8727742787009	0.630527877970385	7062.59482758618	1567.25	3855.12931034482
17	31.6666666666667	68.7422874792484	0.504715996688466	32422.1778846152	9182.72115384614	10763.8365384615
18	12.1111111111111	72.8279292426895	0.591636076499979	11079.0803571429	4112.5625	4480.59821428571
19	21.1111111111111	70.9397465185464	0.718145363964132	736.999999999998	228	3026.00000000001
20	23.3333333333333	68.1997656860151	0.603418383418957	18587.3181818181	7999.18560606065	6465.06439393935
21	42.1111111111111	72.2059946243029	0.705510826910518	55545.7843749992	20358.7937499998	17034.7218750001
22	25.1111111111111	71.5890282831775	0.492262715531046	44484.3333333336	16322.3333333334	9345.33333333335
23	20.4444444444444	72.9441706906064	0.490204328190928	35106.9017857145	13752.4375	9279.5089285714
24	42.7777777777778	70.5020075495351	0.408019061171937	47600.333333333	28867.9166666666	19812.7916666666
25	17.4444444444444	70.6109341186245	0.626969101366782	15393.0833333334	1967.38888888888	635.185185185186
26	27.5555555555556	74.3451294653931	0.473426703036222	31520.5	5887.88372093031	11950.8139534885
27	17.7777777777778	73.0046494539596	0.580006842951194	7003.03308823525	2128.8208955224	5679.11397058825
28	13.5555555555556	72.2294080027512	0.45750710645424	13194.6964285715	3643.46428571427	1031.625
29	14.8888888888889	72.6162124266922	0.618609448534882	8170.82758620692	5066.13793103447	4621.91379310343
30	18.8888888888889	70.7480045285271	0.569594330370123	21828.9230769232	5452.46153846157	2733.46153846153
31	21.4444444444444	69.5713016044875	0.567145138716305	13196.0773809524	3724.59523809526	6018.74404761901
32	19.6666666666667	71.4057817478435	0.581836415955109	19886.65625	4992.4296875	5788.65625
33	15	72.9818932008966	0.581713652620735	7266.82758620684	3030.64655172416	6189.70689655171
34	19.1111111111111	69.3629961281944	0.710774112037289	6562.41666666669	1243.17307692308	3249.41666666668
35	16.3333333333333	74.0001787980138	0.534488092102405	13688.7375000001	6250.77500000005	5799.73749999999
36	18.6666666666667	74.0284311828083	0.514253513105821	12823.9999999999	1167.60000000001	5045.20000000002
37	15	75.5402029444162	0.547994581356673	12520.625	1711.62500000001	6007.49999999997
38	20.5555555555556	72.3343955411126	0.598149584890287	8881.72916666666	1697.09722222224	6569.75694444448
39	17.1111111111111	71.6340470035733	0.684667629773069	7212.06944444442	139.208333333335	4360.43055555557
40	15.2222222222222	73.847688816249	0.55048405217892	7127.72115384614	1929.17307692307	2906.98076923078
41	14.8888888888889	73.8101147022606	0.553960484056087	8123.25	1532.83	1931.685
42	51.7777777777778	67.6378689916869	0.559551061283308	7982.36363636356	2532.13636363636	9333.95454545457
43	20.7777777777778	69.0500798034155	0.702211357143155	345.200000000001	1177	4436.42500000001
44	14.3333333333333	73.2285375321173	0.528671888767215	14335.9166666667	4560.46296296295	2664.6388888889
45	13.1111111111111	74.7374837936591	0.622025898393354	3552.07638888892	1671.32638888888	2828.64583333333
46	21.8888888888889	74.356166574587	0.624597846132618	14742.294642857	3406.32142857142	7482.21428571431
47	32.8888888888889	70.773582707949	0.478984303702837	32675.5431034481	6153.62068965515	5654.36206896555
48	13.3333333333333	75.7570965533315	0.481970859682817	2590.51250000003	889.80000000001	5040.83750000001
49	19.8888888888889	75.9993822973119	0.422051169650839	11304.5277777777	3321.70833333331	8109.65277777779
50	17.5555555555556	74.2692156792983	0.641402381427969	9885.93243243246	4292.10810810812	5692.10810810812
51	17.1111111111111	71.4549016012411	0.680226740370364	4579.77272727274	1187.56818181818	4725.44318181819
52	21.2222222222222	67.9437038890315	0.667844083272255	694.728260869567	219.206521739129	3423.5
53	18.8888888888889	73.7313466210879	0.456499498975923	15811.3653846155	9125.4375	5973.66346153841
54	14.7777777777778	71.2509812586198	0.6289971753007	9452.9086538462	4914.09134615387	2183.07211538462
55	26.2222222222222	70.7750746772267	0.546885487187101	12808.5576923076	3223.85576923078	5548.875
56	33.1111111111111	70.0713180149926	0.461957925689853	51936.2857142854	10914.9821428571	14194.3035714287
57	20.3333333333333	69.3120227431442	0.589010953772698	7168.58035714291	1881.1875	4823.20535714288
58	18	76.76359349936	0.476734293241385	27884.8071428568	9514.28928571437	9159.68214285716
59	23.3333333333333	68.1989749035151	0.708442778437459	10769.7916666667	2329.5	1992.12500000001
60	15.1111111111111	74.9736620509465	0.530848915874415	35399.775	4455.49999999999	6438.76250000002
61	16.4444444444444	71.7243170611743	0.606006048752157	17559.6206896551	644.689655172416	4515.01724137933
62	17.1111111111111	73.4690366703744	0.593425544263184	8563.38425925925	1460.43055555556	4716.51388888887
63	19.4444444444444	71.1792131138716	0.651872482579268	1308.46551724138	552.465517241378	4269.27586206897
64	15.2222222222222	69.5518089410586	0.785086821983232	7854.61486486483	3642.68581081079	4538.05067567569
65	16	68.959581239595	0.906034526053038	21738.5431034483	7722.07327586209	-24.4827586206902
66	30.6666666666667	69.1267332244716	0.549005939651397	2334.37931034482	1130	3723.43103448277
67	13.1111111111111	73.0066582979797	0.754017448049705	13330.6284722221	3933.77430555553	4972.79861111109
68	11.6666666666667	68.1938878112192	0.715804056135368	551.115384615382	4596.42307692306	727.230769230768
69	15.4444444444444	74.1284057068414	0.983439652092517	13714.7053571428	3572.57589285715	4453.95089285713
70	12.4444444444444	73.8138450540641	0.506603598211038	4587.9924242424	1447.70075757576	6143.67424242428
71	15	73.3770278381543	0.576391883888503	1946.77181208055	930.440789473687	5910.0657894737
72	20.3333333333333	69.8210279317117	0.675937405160312	7971.62499999998	2473.87500000001	443.000000000001
73	26	73.1881116305918	0.497551186826191	8120.57499999996	3343.3125	6874.08750000002
74	20.7777777777778	73.840978276743	0.497316311964696	9022.52499999998	3538.3991935484	3986.62704918031
75	21.5555555555556	74.2189944739765	0.502539320271577	15665.1347826086	7178.49166666668	7114.68803418806
76	20.8888888888889	68.6342326752611	0.600875315866675	12867.4930555555	439.47222222222	5109.09027777776
77	13.4444444444444	74.6995768753895	0.61535823906795	7294.25	1517.94642857144	4447.58035714286
78	15.7777777777778	72.8291946950659	0.540957084158124	5691.7989130435	2044.85869565218	749.201086956525
79	20	70.0071295526982	0.624757529005628	9783.09166666664	4018.95416666668	1868.30416666666
80	22	68.7800197641679	0.69092098514962	6643.98214285713	2794.20535714286	383.94642857143
81	42.7777777777778	70.5371243970092	0.827312192565313	64988.5357142849	12626.0714285711	20437.2142857145
82	13.7777777777778	74.3625527794035	0.653059928735098	2385.33333333334	1017.85185185185	3342.48148148149
83	13.5555555555556	71.6912688009442	0.721111881281845	5184.04000000002	905.799999999998	2757.60000000001
84	19.6666666666667	72.9758716484512	0.504795663012483	7008.04545454547	2022.1590909091	4950.29545454547
85	13.6666666666667	71.82447634241	0.668272254029795	6703.53571428571	1142.21428571429	2057.92857142857
86	20.2222222222222	72.3557436195556	0.462777175632851	14032.1939655171	3184.375	5949.59051724142
87	17.5555555555556	74.8725564050368	0.364209855423776	7562.45714285719	1527.00000000001	5313.99999999998
88	18.7777777777778	70.2863653478636	0.607154849123233	22113.8653846154	4234.77884615386	5258.4278846154
89	22.5555555555556	72.9473518232337	0.473509524233373	17137.9121621622	6001.70270270261	7026.18243243247
90	16.6666666666667	69.8590738299636	0.719612528033031	2602.4456521739	1396.02173913043	1501.41304347826
91	18.6666666666667	73.0320764821621	0.564204005342051	5232.98387096778	1053.79032258065	7072.90322580648
92	20.2222222222222	73.6806969363799	0.616859683963386	10552.0223214285	2045.91071428571	6892.95535714283
93	19.5555555555556	68.6482203344158	0.778857378471799	7401.03125	5010.71874999999	2371.46875
94	14.5555555555556	74.6363265634478	0.640607799108872	7607.14285714288	2689.07142857142	4065.42857142859
95	25.7777777777778	74.6622294641256	0.422276019929086	29059.75	9537.390625	10035.765625
96	16.1111111111111	74.1731094564987	0.482629670341335	20649.4999999997	7138.81250000009	5786.24999999999
97	34.5555555555556	69.9245454908665	0.459380352349447	19982.9629629628	6794.56481481486	10776.5185185186
98	16.3333333333333	74.3041677911814	0.486540775720171	20222.9810606062	6442.37878787884	7099.63257575757
99	21	71.5742054858988	0.487541846323074	20102.7222222223	4376.19444444443	5404.50000000001
100	20.5555555555556	68.1593457986282	0.811206955929652	5310.3169642857	2651.18303571427	1280.22522522522
101	13.8888888888889	71.7049924306919	0.550444207813102	12304.5625	2949.14285714284	2430.17857142858
102	22.1111111111111	71.4701458813227	0.546003509055623	22970.6574074073	4572.66203703705	6428.12037037035
103	34.4444444444444	70.3207200120716	0.807754970349474	19877.4285714285	7882.64285714287	8805.78571428572
104	40.4444444444444	69.4184843126788	0.488892879014394	34222.9791666666	4213.6666666667	9384.20833333342
105	14.6666666666667	71.6462321753343	0.688085272868095	3495.97619047619	2113.38095238094	1986.33333333334
106	16.3333333333333	72.2935058011414	0.620629043935758	14685.9374999999	3471.43749999999	3943.14062499999
107	15.1111111111111	72.5732799386774	0.680647493232086	7415.5	1436.98148148149	2130.21296296295
108	16.6666666666667	71.9062179195195	0.506103991555749	12237.4017857143	6360.84821428577	6534.75892857141
109	15.7777777777778	70.074206765639	0.696439148019528	6860.87499999994	3100.12500000002	2447.875
110	15.1111111111111	74.4126014566579	0.548425231214353	9477.80769230767	2379.21153846154	4869.42307692307
111	14.2222222222222	73.4017035358023	0.62613701064664	1296	614.504504504508	5046.5
112	19.4444444444444	74.7540113192103	0.468798096733736	10105.9464285715	1394	5588.03571428573
113	17.2222222222222	73.1310215625132	0.623237908057124	968.706730769237	855.346153846152	3385.36057692306
114	12.8888888888889	71.0086708828611	0.647507312055531	5520.39500000001	1235.765	2462.93999999999
115	12.5555555555556	73.0222229783742	0.724652763585272	3377.31500000001	1055.57	1869.18
