F:\AMNIS_data\200116\data\HT_1_C125_REP-1_4.daf
All

Object Number	Area_M01	Gradient RMS_M01_Ch01	Aspect Ratio_M01	Intensity_MC_Ch02	Intensity_MC_Ch04	Intensity_MC_Ch12
0	17.8888888888889	72.7039876981361	0.545114901428332	10905.2638888888	4098.41666666664	4303.86574074072
1	14.1111111111111	71.4833858638809	0.867107750101221	4560.69999999997	1709.53333333332	3767.86666666666
2	28.4444444444444	72.3277934078787	0.397290881302297	15056.5887096776	2691.55645161295	7873.58870967748
3	20.6666666666667	71.5155633492022	0.396306337464975	9464.30645161286	2190.48790322581	3405.17338709681
4	23.6666666666667	70.3324050281629	0.620420475251623	2431.7824074074	1076.0925925926	656.337962962959
5	20.1111111111111	72.6877235217152	0.558284907695817	4907.53750000003	1943.45000000001	2940.30000000001
6	41.2222222222222	67.8388847130403	0.751319863004459	38985.8881578943	8734.45394736849	9418.8388157895
7	20	74.3429601451853	0.583544446582388	27393.4210526317	2524.11842105261	7262.8684210527
8	25	72.0765198606626	0.488466763988359	14537.6111111109	3521.63888888885	10352.861111111
9	30.2222222222222	71.2958947338925	0.500085039872255	19687.125	5275.96875	5164.34375000001
10	22.4444444444444	68.5913538806682	0.718895492185551	4171.3125	1004.21249999999	4328.61875000002
11	28.2222222222222	72.0106374754491	0.499675808197025	19331.4999999999	2425.35000000001	1944.9
12	19.3333333333333	69.1141498622727	0.726242341251382	8419.92307692307	1473.53846153846	1391.84615384615
13	30.2222222222222	75.0765646394266	0.709241597252637	33425.616935484	9839.875	8791.36290322587
14	19	68.3273838843318	0.755720525994811	7409.00892857141	1589.81696428571	1025.3125
15	39.6666666666667	67.794812861533	0.57715105719707	15433.61328125	4649.5546875	5346.859375
16	20.5555555555556	72.8253064159002	0.442598701178051	22139.4354838711	3638.72580645162	7781.87096774189
17	21.7777777777778	73.5882825091035	0.418315883437326	56090.114583333	11879.2361111112	12963
18	17.5555555555556	72.6484286127625	0.41917626188825	12020.5709459459	2183.12837837835	5791.49655172418
19	19.6666666666667	70.1630150420537	0.753299684539033	12520.5564516128	2029.66386554623	879.637096774194
20	38.2222222222222	70.3024321365305	0.540207600784424	31392.9078947371	7332.07565789467	5451.80921052635
21	23.5555555555556	69.848426698287	0.688834205682394	8748.19642857145	1828.48201438848	5785.46428571431
22	22.2222222222222	73.5668690633967	0.471892022458016	31274.9183673467	5939.78378378382	9235.62162162164
